document,source_sha256,line,text,verification_status,evidence,evidence_boundary
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,1,你现在负责本项目的 Phase -1：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,655,FAILURE_BENCHMARK_MATRIX.md,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,657,目标结构：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,659,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,660,FORCE,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,661,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,663,Historical:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,664,旧 DS2,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,666,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,667,LibEMG Contraction Intensity,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,669,Interaction:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,670,EMG-FMG load conditions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,672,Future/ground-truth:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,673,Hyser force subset,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,675,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,676,WEARING / ELECTRODE SHIFT,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,677,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,679,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,680,LibEMG Electrode Shift,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,682,Secondary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,683,3-position electrode re-placement dataset,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,685,Possible supplementary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,686,FORS-EMG,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,688,Own-device:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,689,our controlled re-donning data,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,691,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,692,CROSS-USER,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,693,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,695,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,696,EMG-EPN612,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,698,Secondary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,699,GrabMyo,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,700,NinaPro DB5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,702,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,703,CROSS-DAY / SESSION,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,704,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,706,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,707,UniBo-INAIL,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,708,NinaPro DB6,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,710,Secondary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,711,GrabMyo,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,712,GREAT,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,714,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,715,POSTURE,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,716,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,718,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,719,UniBo-INAIL,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,721,Secondary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,722,GREAT,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,724,Interaction:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,725,EMG-FMG,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,727,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,728,EXECUTION SPEED,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,729,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,731,Primary:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,732,sEMG-MANUS,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,734,如果发现更高质量公开 benchmark，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,735,可以替换，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,736,但必须给出证据。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,738,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,739,QUALITY,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,740,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,742,不额外下载专用 dataset。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,744,使用各 clean dataset，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,745,人工构造：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,747,channel dropout,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,748,clipping,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,749,gain drift,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,750,line-noise contamination,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,751,baseline drift,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,752,local corruption,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,753,channel loss,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,755,但 synthetic corruption,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,756,必须单独标记，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,757,不能声称等于真实 sensor failure。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,759,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,760,MULTI-FACTOR INTERACTION,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,761,--------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,763,优先：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,765,UniBo:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,766,day × posture × subject,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,768,EMG-FMG:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,769,load × posture × subject,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,771,sEMG-MANUS:,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,772,speed × session × subject,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,774,之后结合 own 8ch：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,775,wearing × day × user,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,777,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,778,5. 不要一次全下载,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,779,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,781,执行三层下载策略。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,783,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,784,Tier 0：metadata only,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,785,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,787,先不下载 raw data。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,789,为所有候选记录：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,791,官方来源,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,792,paper,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,793,license,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,794,size,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,795,checksum,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,796,folder format,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,797,subjects,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,798,sessions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,799,channels,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,800,sampling rate,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,801,labels,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,802,known nuisance factors,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,804,输出 DATASET_CANDIDATES.csv。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,806,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,807,Tier 1：核心 benchmark,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,808,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,810,如果官方来源均可访问，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,811,优先下载：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,813,1. 历史 DS2,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,814,2. LibEMG Contraction Intensity,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,815,3. LibEMG Electrode Shift,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,816,4. UniBo-INAIL,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,817,5. EMG-EPN612,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,818,6. sEMG-MANUS,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,820,再根据容量选择：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,822,7. EMG-FMG,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,824,这些基本覆盖：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,826,force,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,827,wearing,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,828,day,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,829,posture,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,830,user,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,831,speed,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,832,interaction,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,834,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,835,Tier 2：验证 / secondary,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,836,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,838,根据 Tier 1 缺口再下载：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,840,NinaPro DB6,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,841,GREAT,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,842,electrode re-placement dataset,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,843,GrabMyo,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,844,NinaPro DB5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,845,FORS-EMG,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,847,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,848,Tier 3：large / future,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,849,====================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,851,Hyser,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,852,大型 Meta datasets,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
